UID,Prod_output_num,click_on_prod,locations,gender,age,balance,registry_to_use_time,credit_card_paid,active_member,estimated_salary,buy
4042,5,738,Tainan,Male,38,177997.07,4,0,0,19233.41,0
4043,1,635,Tainan,Male,31,0,3,1,1,135382.23,0
4044,8,658,Taipei,Male,32,0,4,1,0,80410.68,0
4045,5,687,Tainan,Female,36,0,4,1,1,17696.22,0
4046,9,650,Taipei,Male,37,0,3,1,1,17974.08,0
4047,2,720,Tainan,Male,21,123200.78,4,1,0,180712.28,0
4048,7,602,Taipei,Female,63,0,3,1,0,56323.21,0
4049,4,618,Tainan,Male,33,0,3,1,0,77550.18,0
4050,9,803,Taichung,Male,41,137742.9,3,1,0,166957.82,0
4051,9,793,Taipei,Female,63,116270.72,4,1,0,184243.25,0
4052,10,616,Taichung,Male,41,113220.2,3,1,0,114072.91,0
4053,5,550,Tainan,Male,51,0,3,1,1,153917.41,0
4054,3,602,Taipei,Female,56,115895.22,2,1,1,4176.17,1
4055,6,452,Taipei,Female,60,121730.49,4,1,0,142963.29,0
4056,3,655,Tainan,Female,28,113811.85,3,0,0,76844.23,0
4057,6,510,Taipei,Female,26,136214.08,4,0,1,159742.33,0
4058,8,557,Taipei,Male,39,146200.01,4,1,1,177944.64,0
4059,10,676,Taipei,Male,37,106242.67,4,1,0,166678.28,0
4060,4,640,Taipei,Female,29,0,3,1,1,44904.26,0
4061,6,529,Tainan,Male,31,0,4,1,1,10625.91,0
4062,8,559,Taipei,Male,45,24043.45,4,0,0,169781.45,1
4063,5,689,Taipei,Female,58,0,3,0,0,49848.86,0
4064,10,626,Taichung,Male,39,132287.92,2,1,0,51467.92,1
4065,1,697,Tainan,Male,30,0,3,0,1,735.79,0
4066,1,823,Taipei,Female,44,0,3,0,0,182495.7,0
4067,4,565,Taichung,Female,32,90322.99,3,0,0,118740.37,0
4068,3,631,Tainan,Male,23,0,3,1,1,13813.24,0
4069,3,646,Taipei,Female,34,131283.11,4,0,1,130500.65,0
4070,1,676,Tainan,Male,48,131659.59,3,0,0,14152.15,0
4071,4,850,Tainan,Female,54,120952.74,4,1,1,66963.15,0
4072,9,810,Taipei,Female,38,153166.17,4,1,0,93261.69,0
4073,0,581,Tainan,Male,30,53291.86,4,0,1,196582.28,0
4074,2,718,Taipei,Female,35,167924.95,4,1,1,43024.64,0
4075,5,713,Taipei,Male,43,86394.14,4,1,0,130001.13,0
4076,1,672,Taipei,Female,50,0,4,1,1,12106.82,1
4077,3,781,Tainan,Male,33,0,3,1,0,42556.33,0
4078,1,656,Tainan,Male,47,0,3,1,0,197961.93,0
4079,4,583,Taipei,Female,31,158978.79,4,1,1,12538.92,0
4080,2,808,Taichung,Female,37,100431.84,4,1,1,35140.49,1
4081,5,721,Tainan,Male,33,0,3,0,0,117626.9,0
4082,6,778,Taichung,Female,29,150358.97,4,1,1,62454.01,1
4083,4,850,Tainan,Female,45,114347.85,3,1,0,109089.04,0
4084,4,693,Taipei,Female,39,0,3,0,0,142331.39,0
4085,4,520,Taipei,Male,34,134007.9,4,1,0,193209.11,0
4086,4,759,Taichung,Male,31,98899.91,4,1,0,47832.82,0
4087,3,637,Taipei,Male,60,0,3,1,0,70174.03,0
4088,2,755,Taichung,Male,40,137430.82,3,0,1,176768.59,0
4089,6,662,Taipei,Female,47,0,3,1,0,129392.75,0
4090,8,503,Taipei,Female,37,0,3,1,0,97893.32,0
4091,2,599,Taichung,Male,39,188976.89,3,0,0,176142.09,0
4092,4,583,Tainan,Female,40,0,3,1,1,114093.73,0
4093,1,764,Tainan,Female,48,75990.97,4,1,1,158323.81,1
4094,10,513,Taipei,Male,29,0,3,0,0,25514.77,0
4095,5,730,Tainan,Male,62,112181.08,4,0,0,61513.87,0
4096,10,820,Tainan,Male,34,97208.46,4,1,0,59553.34,0
4097,7,597,Tainan,Female,26,0,3,1,1,110253.2,0
4098,5,637,Taipei,Male,32,0,4,0,1,148769.08,0
4099,9,696,Taipei,Male,34,150856.79,4,0,0,8236.78,0
4100,9,635,Taichung,Female,37,146748.07,4,0,0,11407.58,0
4101,4,673,Tainan,Female,57,0,3,1,0,49684.09,0
4102,3,662,Tainan,Male,33,0,3,0,0,68064.83,0
4103,0,683,Tainan,Male,41,148863.17,4,1,0,163911.32,0
4104,6,850,Taipei,Male,55,0,4,1,1,944.41,1
4105,6,815,Tainan,Male,28,0,3,0,0,185547.71,0
4106,10,671,Tainan,Male,34,153360.02,4,1,1,140509.86,0
4107,3,601,Taipei,Female,40,92055.36,4,0,0,164652.02,1
4108,9,709,Taichung,Female,39,124723.92,4,1,1,73641.86,0
4109,1,702,Taichung,Male,28,103033.83,4,1,0,40321.87,0
4110,6,558,Taipei,Male,40,0,3,1,1,173844.89,0
4111,1,691,Tainan,Male,40,0,3,1,0,145613.17,0
4112,9,700,Taipei,Female,30,0,4,1,0,174971.64,0
4113,4,667,Taipei,Male,33,0,3,1,0,131834.75,0
4114,3,624,Taichung,Male,54,116726.22,4,1,1,110498.1,1
4115,5,580,Taipei,Female,23,113923.81,3,0,1,196241.43,0
4116,3,571,Tainan,Female,31,0,3,1,0,194667.92,0
4117,5,561,Taipei,Male,37,0,3,1,1,83093.25,0
4118,9,529,Taipei,Male,28,0,3,1,0,52545.24,0
4119,7,670,Taipei,Male,36,0,3,0,1,59571.5,0
4120,1,666,Taichung,Female,21,121827.43,3,1,0,99818.31,0
4121,7,628,Tainan,Male,42,0,3,0,0,172967.87,0
4122,10,577,Taipei,Male,60,125389.7,3,1,0,178616.73,0
4123,1,652,Tainan,Female,38,103895.31,4,0,0,159649.44,0
4124,5,678,Taipei,Male,26,111128.04,4,1,1,60941.27,1
4125,9,692,Tainan,Female,49,0,3,1,1,178342.63,0
4126,10,675,Tainan,Male,32,0,3,1,1,191545.65,0
4127,9,712,Tainan,Male,52,0,4,1,0,117977.45,1
4128,5,639,Taichung,Female,37,151242.48,4,0,0,49637.65,0
4129,7,618,Taipei,Male,48,0,4,1,1,13921.82,1
4130,2,554,Taipei,Male,39,129709.62,4,1,1,173197.12,0
4131,9,533,Taipei,Male,47,83347.25,4,1,0,137696.25,0
4132,6,540,Tainan,Female,28,84121.04,4,0,0,80698.54,0
4133,3,704,Tainan,Male,33,0,3,1,1,73018.74,0
4134,5,678,Taipei,Male,43,102338.19,4,1,0,79649.62,0
4135,3,712,Taipei,Female,29,87375.78,3,0,1,166194.53,0
4136,2,651,Taipei,Male,44,0,2,1,1,102530.35,1
4137,3,789,Taichung,Male,51,104677.09,4,1,1,74265.38,0
4138,8,775,Taichung,Male,32,121669.23,4,0,0,125898.39,0
4139,7,564,Taichung,Male,40,108407.34,4,1,0,83681.2,0
4140,7,841,Taichung,Female,33,154969.79,3,1,0,99505.75,0
4141,0,850,Tainan,Male,39,141829.67,4,1,0,92748.16,0
4142,5,637,Taipei,Female,63,0,4,1,1,28092.77,1
4143,2,500,Taipei,Male,45,109162.82,4,1,0,126145.08,0
4144,8,655,Taipei,Male,44,87471.63,4,0,0,188593.98,0
4145,2,666,Taipei,Female,33,147229.65,4,1,0,56410.17,0
4146,2,658,Taipei,Female,24,0,3,1,0,84694.49,0
4147,6,749,Taichung,Male,66,182532.23,3,1,0,195429.92,0
4148,6,654,Taipei,Male,32,0,3,1,0,137898.57,0
4149,1,623,Taipei,Female,39,160903.2,4,0,1,78774.36,0
4150,6,761,Taipei,Female,33,138053.79,3,1,1,148779.41,0
4151,6,627,Taipei,Male,44,153548.12,4,0,1,35300.08,1
4152,8,757,Taichung,Male,31,149085.9,3,1,0,197077.36,0
4153,8,695,Taichung,Female,53,95231.91,4,0,1,70140.8,1
4154,3,726,Taipei,Male,34,0,3,1,1,196288.46,0
4155,8,587,Tainan,Male,41,85109.21,4,1,1,1557.82,0
4156,8,605,Taichung,Female,43,125338.8,3,1,1,23970.13,0
4157,5,850,Tainan,Male,62,0,3,1,0,180243.56,0
4158,0,850,Taipei,Female,38,106831.69,4,0,0,148977.72,0
4159,3,751,Taipei,Male,29,159597.45,4,1,1,39934.41,0
4160,7,627,Taichung,Female,37,147361.57,4,1,0,133031.96,0
4161,4,736,Taipei,Male,43,176134.54,4,1,0,52856.88,0
4162,5,652,Taipei,Female,74,0,3,1,0,937.15,0
4163,7,627,Taipei,Female,35,0,3,0,0,193022.44,0
4164,1,636,Taipei,Male,34,84055.43,4,0,1,37490.84,0
4165,7,775,Taipei,Male,60,0,3,1,0,111558.7,0
4166,5,850,Tainan,Female,45,174088.3,1,1,1,5669.31,1
4167,8,850,Tainan,Male,34,199229.14,4,0,1,68106.29,0
4168,8,516,Taipei,Male,37,0,4,1,1,101834.58,0
4169,10,513,Tainan,Female,42,0,3,0,0,73151.25,0
4170,3,673,Taichung,Female,69,78833.15,3,1,0,37196.15,0
4171,6,564,Taipei,Female,27,0,4,0,1,7819.76,0
4172,2,636,Taipei,Female,35,0,3,1,0,23129.46,0
4173,3,712,Taipei,Male,29,102540.61,4,1,0,189680.79,0
4174,4,568,Taipei,Male,51,0,2,1,0,66586.56,0
4175,0,741,Tainan,Male,43,0,3,1,0,2920.63,1
4176,8,754,Taichung,Female,39,129401.87,4,1,0,87684.93,0
4177,7,709,Taipei,Female,32,0,3,1,0,199418.02,0
4178,1,510,Taipei,Female,32,0,3,0,0,28515.17,0
4179,2,716,Tainan,Male,33,0,3,1,0,92916.53,0
4180,10,607,Taichung,Male,36,106702.94,3,0,1,198313.69,0
4181,4,656,Tainan,Male,26,139584.57,4,1,1,36308.93,0
4182,5,550,Taichung,Male,52,121016.23,4,1,0,41730.37,1
4183,2,486,Taipei,Male,26,0,3,1,0,31399.4,0
4184,8,598,Taichung,Male,59,118210.42,3,0,1,60192.14,1
4185,8,675,Tainan,Male,35,0,3,1,1,29062.25,0
4186,4,755,Taipei,Female,29,148654.84,3,1,0,28805.09,0
4187,5,656,Tainan,Male,32,136963.12,4,1,1,133814.28,0
4188,9,644,Taichung,Male,47,137774.11,3,1,1,151902.78,0
4189,4,598,Taipei,Female,32,111156.52,4,1,0,167376.26,0
4190,3,850,Tainan,Female,31,121237.65,4,1,0,31022.56,0
4191,1,679,Taipei,Male,36,97234.58,4,1,1,188997.08,0
4192,2,632,Taipei,Male,60,0,3,0,0,2085.32,0
4193,0,550,Tainan,Male,45,0,3,0,0,70399.71,0
4194,9,572,Taichung,Female,54,97382.53,4,1,0,195771.95,0
4195,2,626,Taichung,Female,47,103108.8,4,0,0,166475.44,1
4196,7,625,Tainan,Female,57,0,4,0,1,84106.17,1
4197,2,515,Taipei,Female,58,131852.81,4,1,1,81436.68,1
4198,1,612,Tainan,Male,35,0,4,1,0,83256.26,1
4199,8,628,Tainan,Female,39,107553.33,4,1,1,117523.41,0
4200,5,529,Tainan,Female,43,0,3,0,1,79476.63,0
4201,7,668,Taichung,Female,46,161806.09,4,1,0,173052.19,0
4202,9,526,Taipei,Male,30,0,3,0,1,100995.68,0
4203,7,791,Taipei,Female,52,0,4,1,0,122782.5,0
4204,2,573,Taipei,Male,27,128243.03,4,1,0,11631.34,0
4205,5,565,Taipei,Female,38,126645.13,4,1,0,168303.55,0
4206,8,604,Taipei,Female,47,62094.71,2,0,1,9308.1,1
4207,7,656,Taipei,Male,37,112291.34,4,1,1,153157.97,0
4208,5,447,Taipei,Female,44,89188.83,4,1,0,75408.24,0
4209,9,682,Taipei,Male,55,0,4,1,1,153356.8,1
4210,2,437,Tainan,Male,28,109161.25,4,1,1,152987.42,0
4211,0,792,Tainan,Male,47,0,4,1,0,5557.88,1
4212,4,627,Tainan,Female,25,0,4,1,0,194313.93,0
4213,8,767,Taipei,Female,34,0,3,1,1,94767.77,0
4214,7,686,Taipei,Male,26,0,3,1,1,1540.89,0
4215,1,789,Taipei,Female,53,158271.74,4,1,0,5036.39,1
4216,9,794,Taipei,Male,56,96951.21,4,1,0,71776.76,0
4217,5,587,Taichung,Male,35,121863.61,4,1,0,23481.69,1
4218,9,589,Taichung,Female,19,83495.11,4,1,0,143022.31,1
4219,1,543,Taichung,Female,25,146566.01,4,0,0,161407.48,0
4220,1,589,Tainan,Female,45,0,4,0,1,125939.22,1
4221,5,701,Taichung,Male,23,186101.18,3,1,0,76611.33,0
4222,6,850,Taipei,Male,40,0,4,1,1,136985.08,1
4223,8,726,Taichung,Female,51,107494.86,3,1,1,140937.91,1
4224,2,767,Tainan,Male,47,0,4,1,1,48161.18,1
4225,8,648,Tainan,Male,36,146943.38,3,1,0,130041.45,0
4226,8,651,Tainan,Female,36,0,3,1,1,91652.43,0
4227,6,633,Taipei,Female,36,125130.28,4,0,1,125961.48,0
4228,9,740,Taipei,Female,37,0,3,1,0,73225.31,0
4229,9,592,Taipei,Female,34,0,3,1,0,20460.2,0
4230,10,670,Taipei,Female,41,0,2,1,1,81602.02,0
4231,3,628,Taipei,Male,36,0,3,1,0,8742.91,0
4232,5,745,Taipei,Male,47,0,3,0,1,145789.71,0
4233,3,705,Taipei,Male,32,0,3,0,1,129576.99,0
4234,7,559,Taipei,Female,42,0,3,1,0,190040.29,0
4235,6,595,Taipei,Male,29,150685.79,4,1,1,87771.06,0
4236,4,492,Taipei,Male,35,141359.37,3,1,1,39519.53,0
4237,9,498,Taipei,Female,29,0,4,1,1,190035.83,0
4238,6,655,Taipei,Female,39,94631.26,3,1,0,148948.52,0
4239,3,636,Taipei,Female,39,118336.14,4,1,1,184691.77,0
4240,2,634,Taipei,Female,45,0,4,1,0,143458.31,0
4241,0,793,Tainan,Male,63,0,3,0,0,27166.75,0
4242,5,526,Taichung,Male,50,124233.24,4,0,0,159456.87,1
4243,5,768,Taipei,Female,26,51116.26,4,1,0,70454.79,1
4244,1,540,Taichung,Male,64,91869.69,4,0,0,95421,0
4245,8,732,Taipei,Female,34,122338.43,3,1,1,187985.85,0
4246,8,617,Taipei,Female,30,0,4,1,0,92621.9,0
4247,5,637,Tainan,Female,54,0,4,0,0,150836.98,0
4248,8,573,Taipei,Male,26,86270.93,3,1,0,90177.3,0
4249,3,531,Taipei,Male,44,0,3,1,0,34416.79,0
4250,5,489,Taipei,Female,38,117289.92,4,0,1,85231.88,0
4251,2,601,Taipei,Male,35,0,3,1,0,118983.18,0
4252,7,452,Taichung,Male,33,153663.27,4,1,1,111868.23,0
4253,1,728,Tainan,Female,29,0,4,1,0,83056.22,0
4254,8,590,Taichung,Female,27,123599.49,3,1,1,1676.92,0
4255,4,490,Taipei,Male,29,0,3,1,1,32089.57,0
4256,9,596,Tainan,Female,76,134208.25,4,1,0,13455.43,0
4257,1,635,Taipei,Male,29,0,4,0,0,24865.54,0
4258,7,782,Taichung,Male,35,98556.89,3,1,1,117644.36,0
4259,3,790,Tainan,Female,37,0,2,0,1,98897.32,0
4260,2,587,Taipei,Male,40,0,1,0,0,106174.7,1
4261,8,794,Tainan,Female,46,134593.79,4,1,0,46386.37,0
4262,8,515,Taipei,Male,41,0,3,1,0,185054.14,0
4263,10,746,Tainan,Male,24,68781.82,4,0,0,47997.39,0
4264,8,667,Taichung,Female,56,137464.04,4,1,1,130846.79,1
4265,4,709,Taipei,Male,32,147307.91,4,0,0,40861.55,0
4266,8,536,Taipei,Female,35,0,4,1,1,171840.24,1
4267,3,711,Taipei,Female,41,145754.91,4,1,0,101455.07,0
4268,8,753,Taipei,Male,46,0,2,1,1,90747.94,1
4269,4,748,Taipei,Male,44,112610.77,4,0,0,2048.55,0
4270,7,623,Taipei,Female,57,71481.79,3,1,0,84421.34,0
4271,5,465,Taipei,Male,33,0,3,0,0,78698.09,0
4272,3,640,Tainan,Female,34,77826.8,4,1,0,168544.85,0
4273,5,562,Taipei,Male,75,87140.85,4,1,0,39351.64,0
4274,0,502,Taichung,Female,42,132002.7,4,0,0,28204.98,1
4275,7,536,Taipei,Male,32,178011.5,3,1,1,22375.14,0
4276,4,670,Taichung,Female,32,102954.68,3,0,0,134942.45,0
4277,2,775,Taichung,Male,51,123783.25,4,1,0,134901.57,0
4278,4,759,Taichung,Male,30,101802.67,4,0,1,8693.8,0
4279,3,604,Taipei,Male,33,148659.48,4,0,1,42437.75,0
4280,7,766,Taichung,Female,62,142724.48,4,0,0,5893.23,1
4281,4,554,Tainan,Female,41,112152.89,4,0,0,36242.19,0
4282,10,487,Taipei,Female,53,89550.85,4,0,0,90076.85,0
4283,7,725,Taipei,Male,35,75915.75,4,1,1,150507.43,0
4284,2,732,Taichung,Female,42,118889.66,3,0,1,87422.15,0
4285,5,623,Taipei,Male,40,118788.57,4,1,1,192867.4,0
4286,3,781,Taipei,Female,42,156555.54,4,1,0,175674.01,0
4287,1,714,Taichung,Male,53,99141.86,4,1,0,72496.05,1
4288,4,577,Taichung,Female,31,61211.18,4,1,0,145250.43,0
4289,1,731,Tainan,Female,37,128932.4,4,1,0,180712.52,0
4290,5,650,Tainan,Female,23,0,4,1,0,180622.43,0
4291,10,779,Taipei,Male,32,80728.15,4,1,1,86306.75,0
4292,2,706,Tainan,Female,46,127660.46,3,1,1,150156.82,1
4293,3,733,Tainan,Male,44,106070.89,4,0,0,101617.43,0
4294,3,579,Taichung,Female,42,137560.38,3,1,0,85424.34,0
4295,8,476,Taichung,Female,34,111905.43,4,0,0,197221.81,1
4296,9,775,Taipei,Male,40,126212.64,4,1,1,70196.57,0
4297,9,538,Tainan,Male,68,0,3,1,1,110440.5,1
4298,7,602,Taipei,Male,38,111835.94,3,1,1,124389.61,0
4299,8,615,Taipei,Male,30,0,3,0,1,3183.15,0
4300,3,700,Taichung,Female,28,99705.69,3,0,1,146723.72,0
4301,1,615,Taipei,Male,32,0,3,0,1,2139.25,0
4302,2,544,Taichung,Male,44,108895.93,4,0,1,69228.2,1
4303,3,573,Tainan,Male,56,154669.77,4,0,0,115462.27,1
4304,7,555,Tainan,Male,50,128061,3,1,0,62375.1,0
4305,2,692,Taipei,Female,31,0,3,1,1,91829.17,1
4306,4,476,Taipei,Female,40,0,3,0,1,182547.04,0
4307,9,770,Tainan,Male,46,190678.02,4,1,0,14725.36,0
4308,7,641,Taipei,Female,40,0,4,1,1,126996.67,0
4309,5,705,Taipei,Female,35,0,4,1,1,133991.11,1
4310,5,784,Taipei,Male,38,136712.91,4,0,0,169920.92,0
4311,1,727,Tainan,Female,52,154733.97,4,1,1,80259.67,1
4312,4,576,Taipei,Female,41,112609.91,4,0,1,191035.18,1
4313,10,646,Tainan,Male,69,115462.44,4,1,1,40421.87,0
4314,5,638,Taipei,Male,34,133501.36,4,0,0,155643.04,0
4315,1,632,Taichung,Male,30,58668.02,4,1,0,78670.52,0
4316,7,850,Tainan,Male,44,89118.26,4,1,1,104240.77,1
4317,9,492,Taipei,Female,28,0,3,1,1,95957.09,0
4318,10,673,Taichung,Female,77,76510.52,3,0,0,59595.66,0
4319,7,609,Tainan,Male,34,140694.78,3,1,1,46266.63,0
4320,7,701,Taichung,Male,36,95448.32,3,1,1,189085.07,0
4321,4,651,Taipei,Male,34,91562.99,4,1,0,123954.15,0
4322,8,508,Taipei,Male,31,72541.48,4,1,1,129803.08,0
4323,3,616,Tainan,Female,43,120867.18,4,1,1,18761.92,1
4324,5,489,Taipei,Male,34,0,4,0,1,43540.59,0
4325,1,567,Tainan,Female,45,157320.51,4,1,1,62193.92,0
4326,3,714,Tainan,Male,27,0,2,1,0,129130.09,0
4327,1,678,Taichung,Female,30,139676.95,3,0,0,16146,0
4328,6,581,Taipei,Female,55,0,4,1,0,22442.13,0
4329,3,748,Tainan,Male,60,0,3,1,0,78194.37,0
4330,3,781,Taipei,Female,19,0,3,1,0,124297.32,0
4331,3,691,Tainan,Male,21,103000.94,4,1,0,104648.58,0
4332,2,507,Taichung,Male,31,134237.07,4,1,0,166423.66,1
4333,6,724,Taichung,Male,34,118235.7,3,0,1,157137.23,0
4334,3,705,Tainan,Female,57,0,3,1,0,34134.14,0
4335,5,708,Tainan,Female,64,0,2,0,0,112520.07,1
4336,9,580,Taichung,Male,38,115442.19,3,1,1,128481.5,1
4337,5,850,Taipei,Male,38,0,3,1,1,16491.64,0
4338,2,714,Tainan,Male,25,0,4,1,0,132979.43,0
4339,1,559,Taipei,Female,43,0,3,1,0,196645.87,0
4340,8,577,Tainan,Female,44,115557,4,0,0,127506.76,0
4341,3,647,Taichung,Female,35,166518.63,3,1,1,147930.46,0
4342,6,554,Tainan,Male,30,135370.12,4,1,0,179689.05,1
4343,5,549,Taichung,Male,54,92877.33,4,1,1,2619.64,1
4344,10,528,Taipei,Female,26,102073.67,3,0,1,166799.93,0
4345,3,720,Taichung,Male,46,97042.6,4,1,0,133516.51,1
4346,7,743,Tainan,Male,41,0,4,1,1,163736.09,1
4347,8,615,Taichung,Male,24,108528.07,3,0,1,179488.41,1
4348,2,635,Taichung,Female,44,79064.85,3,0,0,113291.75,0
4349,3,686,Tainan,Male,45,74274.87,2,1,1,64907.48,1
4350,6,840,Tainan,Female,36,0,3,1,1,141364.27,0
4351,1,695,Taipei,Male,43,100421.1,4,1,0,101141.28,0
4352,7,564,Taipei,Male,26,84006.88,3,0,1,183490.99,0
4353,4,805,Taipei,Female,31,0,3,1,1,4798.12,0
4354,4,558,Tainan,Male,45,0,4,1,1,131807.14,0
4355,4,657,Taipei,Female,39,80293.81,4,1,1,97192.76,0
4356,7,641,Taipei,Female,42,125437.14,3,0,1,164128.58,0
4357,8,755,Taipei,Male,36,0,3,1,1,176809.87,0
4358,1,483,Taipei,Male,48,0,3,1,0,110059.38,0
4359,2,545,Taichung,Female,44,127536.44,4,1,1,108398.63,0
4360,8,678,Taipei,Male,66,0,3,1,0,47117.03,0
4361,9,781,Taichung,Female,48,82794.18,4,1,1,124720.68,1
4362,3,571,Tainan,Female,22,108117.1,4,0,0,53328.7,0
4363,10,634,Tainan,Female,35,0,4,1,1,82634.41,0
4364,8,523,Taichung,Male,27,61688.61,3,1,1,147059.16,0
4365,2,501,Taipei,Female,40,0,3,0,1,141946.92,0
4366,6,662,Taipei,Male,74,0,3,1,1,123583.85,0
4367,0,573,Tainan,Male,50,159304.07,4,0,0,155915.24,1
4368,5,648,Taichung,Male,33,138664.24,4,1,1,29076.27,0
4369,2,662,Taipei,Female,22,126362.57,3,1,0,97382.8,0
4370,4,725,Taipei,Male,39,160652.45,3,1,1,57643.55,0
4371,2,563,Taipei,Female,35,183572.84,4,1,0,66006.75,1
4372,0,628,Taipei,Male,31,88421.81,4,0,1,72350.47,0
4373,2,546,Tainan,Female,45,0,4,0,1,197789.83,1
4374,2,688,Taichung,Male,41,112871.19,3,0,0,65520.74,0
4375,8,850,Taichung,Male,41,60880.68,4,1,1,31825.84,0
4376,5,614,Taipei,Female,34,0,3,1,1,185561.89,0
4377,9,719,Taipei,Female,37,101455.7,4,1,1,25803.59,1
4378,0,757,Taipei,Female,71,88084.13,3,1,0,154337.47,0
4379,7,669,Taipei,Male,29,0,3,1,0,138145.62,0
4380,7,438,Taichung,Male,59,127197.14,4,1,1,51565.98,1
4381,7,492,Taipei,Male,39,0,3,0,0,71323.23,0
4382,9,622,Taipei,Female,39,83456.79,3,0,1,38882.34,0
4383,4,645,Taipei,Male,42,98298.18,4,1,0,676.06,0
4384,0,728,Taipei,Male,37,0,3,1,0,72203.8,0
4385,2,651,Taipei,Male,35,86911.8,4,1,1,174094.24,0
4386,2,783,Taichung,Female,42,139707.28,4,1,1,2150.22,0
4387,1,732,Tainan,Female,67,0,3,1,0,177783.04,0
4388,1,553,Tainan,Female,39,142876.98,3,1,1,44363.42,0
4389,7,660,Taipei,Male,30,146301.31,4,0,1,96847.91,0
4390,3,670,Taipei,Female,40,47364.45,4,1,0,148579.43,1
4391,7,718,Taipei,Male,38,0,3,1,1,38308.34,0
4392,0,787,Taipei,Male,51,58137.08,4,0,0,142538.31,0
4393,6,775,Taichung,Female,38,179886.41,3,0,1,153122.58,0
4394,6,479,Taichung,Male,24,107637.97,3,0,0,169505.83,0
4395,6,660,Taipei,Female,20,167685.56,4,1,1,57929.9,0
4396,4,721,Taichung,Male,68,136525.99,4,0,1,175399.14,0
4397,8,659,Taichung,Male,39,52106.33,3,1,0,107964.36,0
4398,8,743,Taipei,Female,39,0,4,1,1,94263.44,0
4399,9,670,Taipei,Female,45,104930.38,4,1,1,155921.81,1
4400,6,766,Taichung,Female,34,106434.94,4,0,0,137995.66,1
4401,2,845,Tainan,Female,38,112803.92,4,1,1,179631.85,0
4402,10,710,Taichung,Female,46,120530.34,4,1,1,166586.99,1
4403,2,602,Taichung,Female,43,113641.49,1,1,1,115116.35,1
4404,2,604,Tainan,Male,43,145081.72,4,1,0,23881.62,0
4405,9,564,Tainan,Female,35,0,3,1,0,105837.38,0
4406,7,637,Taichung,Female,27,135842.89,4,1,0,101418.05,0
4407,1,527,Taipei,Female,31,112203.25,4,1,1,182266.01,0
4408,7,687,Taipei,Male,34,129895.19,4,0,0,28698.17,0
4409,6,756,Taichung,Male,41,149049.92,4,0,0,50422.36,1
4410,9,503,Taichung,Male,42,153279.39,4,1,0,151336.96,0
4411,5,657,Tainan,Male,42,41473.33,4,1,1,112979.6,1
4412,2,666,Taipei,Female,40,0,3,0,1,36371.27,0
4413,5,615,Taichung,Male,39,113193.51,3,1,0,52166.25,0
4414,8,712,Taichung,Male,27,113174.21,3,1,1,147261.58,0
4415,0,764,Taipei,Female,24,0,3,1,1,88724.49,0
4416,3,471,Taipei,Male,42,164951.56,4,1,1,190531.77,0
4417,4,608,Tainan,Male,27,153325.1,4,1,0,199953.33,0
4418,10,682,Tainan,Female,47,134032.01,4,1,1,144290.97,0
4419,3,587,Taichung,Female,32,125445.04,3,1,0,130514.78,0
4420,6,714,Taichung,Female,35,126077.43,3,1,0,53954.24,0
4421,1,630,Tainan,Female,31,0,3,1,0,169802.73,0
4422,8,648,Taichung,Female,28,90371.09,4,1,0,146851.73,0
4423,3,785,Taipei,Female,40,0,3,1,0,96832.82,0
4424,1,601,Taichung,Female,47,142802.02,4,1,0,57553.02,0
4425,1,717,Taipei,Female,28,90537.16,4,0,0,74800.99,0
4426,6,707,Taipei,Female,44,0,3,1,0,192542.17,0
4427,7,771,Taipei,Female,23,156123.73,4,1,1,72990.62,0
4428,5,602,Taipei,Female,35,0,3,1,1,31050.02,0
4429,7,626,Taipei,Male,38,141074.59,4,1,1,52795.56,1
4430,4,588,Tainan,Male,59,0,3,1,0,27435.41,0
4431,6,616,Taichung,Female,42,117899.95,3,0,1,150266.81,0
4432,4,621,Tainan,Male,33,0,3,1,0,40299.23,0
4433,6,674,Taipei,Male,26,166257.96,4,1,0,149369.41,0
4434,3,633,Tainan,Female,46,0,3,1,1,120250.58,0
4435,1,698,Taichung,Female,64,169362.43,4,1,1,84760.32,1
4436,7,508,Taipei,Male,26,205962,4,1,1,156424.4,0
4437,0,736,Taipei,Female,24,0,3,1,1,109355.73,1
4438,0,672,Taichung,Male,68,126061.51,3,1,0,184936.77,0
4439,7,613,Taipei,Female,21,105627.95,4,1,0,36560.51,0
4440,9,712,Taipei,Male,32,100606.02,4,1,1,165693.06,0
4441,3,624,Taipei,Female,38,0,3,1,0,163666.85,0
4442,1,676,Taipei,Male,38,0,3,0,0,35644.79,0
4443,0,683,Taichung,Female,32,138171.1,3,1,0,188203.58,0
4444,7,489,Taipei,Female,31,139395.08,4,0,0,6120.84,0
4445,1,739,Taipei,Male,29,0,3,1,0,164484.78,0
4446,3,701,Taipei,Female,37,0,3,1,0,164268.28,0
4447,7,666,Taichung,Female,50,109062.28,4,1,0,140136.1,1
4448,1,565,Taichung,Female,40,89994.71,3,0,0,121084.27,0
4449,3,666,Taipei,Male,36,0,3,1,1,35156.54,0
4450,2,633,Taipei,Male,59,103996.74,4,1,0,103159.11,0
4451,4,578,Taipei,Male,34,175111.11,4,1,0,74858.3,0
4452,8,812,Tainan,Female,49,66079.45,3,0,1,91556.57,1
