sno,sna,sarea,mday,ar,sareaen,snaen,aren,act,srcUpdateTime,updateTime,infoTime,infoDate,total,available_rent_bikes,latitude,longitude,available_return_bikes
500106134,YouBike2.0_??筆璆????06??????餈??,2024/12/10 12:21,??筆璆????1??Zhongzheng Dist,YouBike2.0_Ln. 106??Sec. 1??TingZhou Rd.,No. 61??Sec. 1??TingZhou Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,21,5,25.03008,121.50768,16,,
500106135,YouBike2.0_?ｇ謘?湔??謜108??????餈??,2024/12/10 12:24,?ｇ謘?湔??謜112?賹?,Zhongzheng Dist,YouBike2.0_Ln. 108??Sec. 4??Roosevelt Rd.,No. 112??Sec. 4??Roosevelt Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,20,5,25.01346,121.5355,15,
500106136,YouBike2.0_?蟡偎?虜蝖急?赯???餈??,2024/12/10 12:11,??????豲??蛔???Zhongzheng Dist,YouBike2.0_Gongguan Riverside Plaza,ShuiYuan Rd. & SiYuan St. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:11,2024/12/10,27,2,25.01193,121.52861,25,,
500107001,YouBike2.0_?謍???5?????????,2024/12/10 12:24,?謍????謍???5?????????,Zhongshan Dist,YouBike2.0_Ln. 65??Tongbei St.,Tongbei /Ln. 65??Tongbei St. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,16,2,25.08251,121.54004,14,
500107002,YouBike2.0_??交?詨謒??,?????,2024/12/10 12:22,?謅????謅???7?????潸號???,Zhongshan Dist,YouBike2.0_Yuanshan Scenic Area,Bei'an Rd./Ln. 77??Bei'an Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,15,1,25.07805,121.5295,14
500107003,YouBike2.0_??暺?綜??蹇???伍,?????,2024/12/10 12:13,????剜???哨??82????,Zhongshan Dist,YouBike2.0_Lequn 2nd & Tiding Blvd. Intersection,No. 382??Tiding Blvd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:13,2024/12/10,20,13,25.0803,121.56251,7
500107004,YouBike2.0_???瑟??,?????,2024/12/10 11:06,?謍???46????????豰???),Zhongshan Dist,YouBike2.0_Jiantan Community,No. 2??Aly. 2??Ln. 146??Tongbei St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 11:06,2024/12/10,13,7,25.08524,121.53748,6
500107005,YouBike2.0_?撖∴???,?????,2024/12/10 12:22,?蟡???剜?謆?2???????,Zhongshan Dist,YouBike2.0_Peiying Park,Chongshi/Ln. 62??Dajhih St. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,40,21,25.08258,121.54462,19
500107006,YouBike2.0_??暺???葡璆???????,2024/12/10 12:24,??暺?賣?/???????????,Zhongshan Dist,YouBike2.0_Lequn 2nd & Mingshui Rd. Intersection,Lequn 2nd/Mingshui Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,20,17,25.08009,121.55226,3,
500107007,YouBike2.0_?謅??剜?謆謅,?????,2024/12/10 12:19,?謅???76?賹??剔????Zhongshan Dist,YouBike2.0_Bei'an & Dajhih St. Intersection,No. 676??Bei'an Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,31,7,25.08474,121.54968,24,
500107008,YouBike2.0_?????????(2?賹??,?????,2024/12/10 12:14,?????????(2?賹????Zhongshan Dist,YouBike2.0_MRT Jiannan Rd. Station (Exit 2),No. 11??Jingye 3rd Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:14,2024/12/10,40,14,25.08475181,121.5550903,25,
500107009,YouBike2.0_??暺?魂???????????,2024/12/10 12:18,?蟡像?璆?55????,Zhongshan Dist,YouBike2.0_Lequn 2nd & Jingye 3rd Rd. Intersection,No. 155??Jingye 3rd Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:18,2024/12/10,20,7,25.07985,121.55609,13,
500107010,YouBike2.0_??暺?魂???????????,2024/12/10 12:24,??暺?賣?186??Zhongshan Dist,YouBike2.0_Lequn 2nd & Jingye 4th Rd. Intersection,No. 186??Lecyun 2nd Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,36,5,25.07976,121.55813,31,,
500107011,YouBike2.0_????剜?謆?3?賹??,?????,2024/12/10 12:23,?謅???36????,Zhongshan Dist,YouBike2.0_Dazhi Station (Exit 3),No. 536??Bei'an Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,34,3,25.07923,121.5473,31
500107012,YouBike2.0_?箸?????????????,2024/12/10 12:24,?箸??謅????6-9?賹??剔????Zhongshan Dist,YouBike2.0_Fuxing Rd. & Civic Blvd. Intersection,No. 36-9??Sec. 1??Fuxing S. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,52,33,25.04585,121.54375,18,,
500107013,YouBike2.0_?謅憚?瞉??蛔????????,2024/12/10 12:22,?謅憚?璇舀????89????豰?,Zhongshan Dist,YouBike2.0_Nanjing Rd. & Liaoning St. Intersection,No. 189??Sec. 3??Nanjing E. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,42,15,25.05176,121.54217,26,
500107014,YouBike2.0_?∴??謍減?堆璆???????,2024/12/10 12:23,?∴??謍?/????璇舀??哨???潸號??皜脫???,Zhongshan Dist,YouBike2.0_Yitong St. & Chang'an Rd. Intersection,Yitong St. & Sec. 2??Chang'an E Rd. Intersection (Southwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,21,10,25.04833,121.53469,8,
500107015,YouBike2.0_??????????????,2024/12/10 12:10,????謅????????璇舀??哨?暸?????謅?),Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Chang'an Rd. Intersection,Sec.1??Xinsheng N. Rd. & Sec. 2??Chang'an E Rd. Intersection (North),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:10,2024/12/10,30,4,25.04861,121.52935,26,
500107016,YouBike2.0_?????謅?????????,2024/12/10 12:18,?????剜???哨???謅??謅?(?????,Zhongshan Dist,YouBike2.0_Civic Blvd. & Linsen Rd. Intersection,Sec. 2??Civic Blvd. & Linsen N Rd. Intersection (NorthEast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:18,2024/12/10,39,2,25.04796,121.52439,36,
500107017,YouBike2.0_?謅憚???????????,2024/12/10 12:24,????謅?????謅憚?璇舀???曇??????????),Zhongshan Dist,YouBike2.0_Nanjing Rd. & Xinsheng Rd. Intersection,Sec.1??Xinsheng N. Rd. & Sec. 1??Nanjing E. Rd. Intersection (Under Bridge),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,34,3,25.05194,121.52766,31,
500107018,YouBike2.0_???????????,2024/12/10 12:24,????/?????32?????潸號???,Zhongshan Dist,YouBike2.0_Yijiang Park,Yijiang St. & Ln. 132??Songjiang Rd. Intersection (Northwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,37,3,25.05316,121.53146,34,
500107019,YouBike2.0_??????,?????,2024/12/10 12:23,??????????4???潸號??皜脫???,Zhongshan Dist,YouBike2.0_Songjiang Park,Songjiang Rd. & Ln. 84??Songjiang Rd. Intersection (Northwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,37,25,25.05025,121.53273,12
500107020,YouBike2.0_?????扒????????,2024/12/10 12:19,????謅??哨??????謅??哨??8??瞍???(??????),Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Changchun Rd. Intersection,Sec. 2??Xinsheng N. Rd. & Ln. 68 Intersection (Under Bridge),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,32,3,25.05639,121.52752,29,
500107021,YouBike2.0_????謚??撖抆赤???赯??????,2024/12/10 12:23,???璇舀?410????8?????),Zhongshan Dist,YouBike2.0_The Second Wholesale Fruit and Vegetable Market,No. 18??Aly. 2??Ln. 410??Minzu E Rd. (East),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,40,1,25.06642,121.53735,38,
500107022,YouBike2.0_???梁??????????,2024/12/10 12:24,???璇舀????/ ?梁???謅??哨???Zhongshan Dist,YouBike2.0_Minsheng Rd. & Jianguo Rd. Intersection,Sec. 3??Minsheng E Rd. & Sec. 2??Jianguo N Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,47,37,25.05778,121.53692,10,,
500107023,YouBike2.0_??????,?????,2024/12/10 12:24,?????3-4?賹???Zhongshan Dist,YouBike2.0_Xing An Hua Cheng,No. 53-4??Xing'an St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,62,9,25.05606,121.54175,50,
500107024,YouBike2.0_????????????????,2024/12/10 12:20,?箸??謅?386?賹???Zhongshan Dist,YouBike2.0_MRT Zhongshan Junior High School Sta.,No. 386??Fuxing N Rd. (South),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:20,2024/12/10,61,28,25.06106,121.54406,16,,
500107025,YouBike2.0_璅湛???銵??蛔????????,2024/12/10 12:19,璅湛????87?賹???Zhongshan Dist,YouBike2.0_Long Jiang Rd. & Jinzhou St. Intersection,No. 287??Long Jiang Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,16,4,25.06045,121.54077,12,,
500107026,YouBike2.0_?梁????扒????????,2024/12/10 11:59,?梁???謅?/??扒????謅?),Zhongshan Dist,YouBike2.0_Jianguo Rd. & Changchun Rd. Intersection,Jianguo N Rd. & Changchun Rd. Intersection (South),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 11:59,2024/12/10,16,,25.05469,121.53686,7,
500107027,YouBike2.0_?謅憚?梁??????????,2024/12/10 12:23,?謅憚?璇舀??哨???梁???謅??哨???謅?),Zhongshan Dist,YouBike2.0_Nanjing E Rd. & Jianguo Rd. Intersection,Sec. 2??Nanjing E Rd. & Sec. 2??Jianguo N Rd. Intersection (North),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,42,17,25.05214,121.5368,25,
500107028,YouBike2.0_???????謅憚??7?賹??,?????,2024/12/10 12:23,?????19?賹?,Zhongshan Dist,YouBike2.0_MRT Songjiang Nanjing Sta. (Exit 7),No. 119??Songjiang Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,75,26,25.05246,121.5332,49
500107029,YouBike2.0_?????僮,?????,2024/12/10 12:23,璅湛????5?賹?,Zhongshan Dist,YouBike2.0_Zhulun Market,No. 15??Long Jiang Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,37,22,25.04762,121.54043,15
500107030,YouBike2.0_??????,?????,2024/12/10 12:01,?????70??0?賹???Zhongshan Dist,YouBike2.0_Zhongji Park,No. 22??Ln. 170??Songjiang Rd??(Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:01,2024/12/10,15,2,25.05604,121.53166,13,
500107031,YouBike2.0_??祆???,?????,2024/12/10 12:10,?????剜????叟?堆豰?????2????Zhongshan Dist,YouBike2.0_Huashan Park,Civic Blvd. & Ln. 52??Sec. 1??Chang'an E Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:10,2024/12/10,19,3,25.0471,121.5277,13,
500107032,YouBike2.0_?梁???謅????7???????,2024/12/10 12:17,?梁???謅????7????????37????Zhongshan Dist,YouBike2.0_Ln. 17??Sec. 1??Jianguo N. Rd.,Ln. 17??Sec. 1??Jianguo N. Rd. & Ln. 137??Sec. 2??Bade Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:17,2024/12/10,45,24,25.04699,121.53735,19,,
500107033,YouBike2.0_??蟡???,?????,2024/12/10 12:23,?????86?賹???Zhongshan Dist,YouBike2.0_Jiangning Park,No. 186??Hejiang St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,15,10,25.0614,121.53929,5,
500107034,YouBike2.0_??璅湛??????????,2024/12/10 12:22,???璇舀????????璆??豰?謅?,Zhongshan Dist,YouBike2.0_Minquan E. Rd. & Long Jiang Rd. Intersection,Sec. 3??Minquan E. Rd. & Long Jiang Rd. Intersection (Southeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,32,8,25.06225,121.54107,24,
500107035,YouBike2.0_???????????2?賹??,?????,2024/12/10 12:13,???????????2?賹???綽謘?Zhongshan Dist,YouBike2.0_MRT Zhongshan Elementary School Sta. (Exit 2),MRT Zhongshan Elementary School Sta. (Exit 2) (Back),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:13,2024/12/10,59,19,25.06246,121.52705,40,
500107036,YouBike2.0_????蛛鈭獢?(3?賹??,?????,2024/12/10 12:23,?????61?賹?,Zhongshan Dist,YouBike2.0_MRT Xingtian Temple Sta. (Exit 3),No. 261??Songjiang Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,48,4,25.05992,121.5333,44
500107037,YouBike2.0_?謅?憸脰??蛔????????,2024/12/10 12:23,?謅??謅?582????,Zhongshan Dist,YouBike2.0_Linsen Rd. & Nong'an St. Intersection,No. 582??Linsen N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,17,2,25.06531,121.52565,15,
500107038,YouBike2.0_???????????4?賹??,?????,2024/12/10 12:24,???璇舀???????璇舀????1????Zhongshan Dist,YouBike2.0_MRT Zhongshan Elementary School Sta. (Exit 4),Sec. 1??Minquan E. Rd. & Ln. 71??Sec. 1??Minquan E. Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,20,8,25.06283,121.52697,11,
500107039,YouBike2.0_憸脰??謕??蛔????????,2024/12/10 12:23,憸脰???2-1?賹???Zhongshan Dist,YouBike2.0_Nong'an St. & Shuangcheng St. Intersection,No. 12-1??Nong'an St.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,15,15,25.06491,121.52449,0,,
500107040,YouBike2.0_????箇???蛔????????,2024/12/10 12:24,????謅????6?賹???Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Dehui St. Intersection,No. 76??Sec. 3??Xinsheng N. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,25,0,25.06652,121.52762,25,,
500107041,YouBike2.0_???謅?????????,2024/12/10 12:21,???璇舀?17?賹?,Zhongshan Dist,YouBike2.0_Minzu Rd. & Linsen Rd. Intersection,No. 17??Minzu E. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,37,20,25.06847,121.52559,17,
500107042,YouBike2.0_?蝞??????ｆ?????????,2024/12/10 12:23,??????5?賹?鈭??Zhongshan Dist,YouBike2.0_Taipei Fine Arts Museum,Taipei EXPO Park Yuanshan Gate 5,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,24,15,25.06987,121.52291,9,,
500107043,YouBike2.0_???抒???????????,2024/12/10 12:24,????謅????4?賹?,Zhongshan Dist,YouBike2.0_Zhongshan Rd. & Minzu Rd. Intersection,No. 54??Sec. 3??Zhongshan N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,16,14,25.06816,121.52265,2,
500107044,YouBike2.0_????朵豱?謚????謅??謅?107????,?????,2024/12/10 12:23,????謅???曇???謅??謅?107????????朵豱萇???),Zhongshan Dist,YouBike2.0_Xinsheng Elevated Parking Lot (Ln. 107??Linsen N. Rd.),Sec. 1??Xinsheng N. Rd. & Ln. 107??Linsen N. Rd. (Under Xinsheng Elevated Bridge),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,14,1,25.04983,121.52853,12
500107045,YouBike2.0_?謅憚?謅?????????,?????,2024/12/10 12:24,?謅憚?璇舀????6?賹?,Zhongshan Dist,YouBike2.0_Nanjing E. Rd.,No. 86??Sec. 1??Nanjing E. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,10,3,25.05201,121.52556,7
500107046,YouBike2.0_?撒????,?????,2024/12/10 12:13,?????08????謅憚?璇舀??哨??1????????Zhongshan Dist,YouBike2.0_Rende Park,Ln. 108??Jilin Rd. & Ln.21 ??Sec. 2??Nanjing E. Rd. Intersection (Southeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:13,2024/12/10,18,4,25.05337,121.5289,14,
500107047,YouBike2.0_??????,?????,2024/12/10 12:22,????謅??哨??5?????????潸號蹓?,Zhongshan Dist,YouBike2.0_Zhongyuan Park,Ln. 45??Sec. 2??Xinsheng N. Rd. (Zhongyuan Park West),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,15,3,25.05583,121.52821,12
500107048,YouBike2.0_??貔???,?????,2024/12/10 12:02,???璇舀?512??3????Zhongshan Dist,YouBike2.0_Xiapi Park,No. 4??Aly. 13??Ln. 512??Minzu E. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:02,2024/12/10,24,1,25.06682,121.54213,23,
500107049,YouBike2.0_?叟?????,?????,2024/12/10 12:08,?箸??謅?488?????賹???Zhongshan Dist,YouBike2.0_Wuchang Junior High School,No. 5??Aly. 2??Ln. 488??Fuxing N. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:08,2024/12/10,16,3,25.06505,121.54366,13,
500107050,YouBike2.0_?????,?????,2024/12/10 12:24,?叟???7?賹???Zhongshan Dist,YouBike2.0_Rongxing Garden,No. 77??Wuchang St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,46,2,25.06424,121.54037,44,
500107051,YouBike2.0_???梁??????????,2024/12/10 12:24,???璇舀?????梁???謅??????????,Zhongshan Dist,YouBike2.0_Minquan Rd. & Jianguo N. Rd. Intersection,Sec. 3??Minquan E. Rd. & Sec. 3??Jianguo N. Rd. Intersection (Northeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,50,14,25.06251,121.53765,36,
500107052,YouBike2.0_?????31?????????,2024/12/10 12:22,?????33?賹?,Zhongshan Dist,YouBike2.0_Ln. 431??Songshan Rd. Intersection,No. 433??Songjiang Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,15,11,25.06585,121.53338,4,
500107053,YouBike2.0_??????,?????,2024/12/10 12:24,?箇????70??2?賹???Zhongshan Dist,YouBike2.0_Xinxi Park,No. 22??Ln. 170??Dehuei St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,13,6,25.06533,121.53177,7,
500107054,YouBike2.0_?????07?????????,2024/12/10 12:24,?????01?賹?,Zhongshan Dist,YouBike2.0_Ln. 407??Jilin Rd. Intersection,No. 401??Jilin Rd,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,15,6,25.06595,121.53041,9,
500107055,YouBike2.0_?????????????,2024/12/10 12:22,???璇舀???軋???璆??甇?謅?,Zhongshan Dist,YouBike2.0_Minzu Rd. & Songjiang Rd. Intersection,Minzu E. Rd. & Songjiang Rd. Intersection (Northwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,17,10,25.06833,121.5328,6,
500107056,YouBike2.0_?謅??????????,2024/12/10 12:19,??????賹???Zhongshan Dist,YouBike2.0_Lin An Tai Historical House,No. 5??Binjiang St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,36,13,25.07154,121.53058,23,,
500107057,YouBike2.0_????蟡???孵偎,?????,2024/12/10 12:21,????謅??哨??28????Zhongshan Dist,YouBike2.0_zhongshan Public Assembly Hall,Ln. 128??Sec. 2??Jhongshan N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,20,4,25.06185,121.5226,16,
500107058,YouBike2.0_?????????????,2024/12/10 12:24,?????4?賹???Zhongshan Dist,YouBike2.0_Weishuei Rd. & Bade Rd. Intersection,No. 54??Weishuei Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,23,2,25.04573,121.53508,21,,
500107059,YouBike2.0_??????扯?2?賹??,?????,2024/12/10 12:24,?謅憚?潸摩璆??賹?,Zhongshan Dist,YouBike2.0_MRT Zhongshan Sta. (Exit 2),No. 4??Nanjing W. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,33,12,25.05228,121.52176,20
500107060,YouBike2.0_??????,?????,2024/12/10 12:22,????謅?????賹???Zhongshan Dist,YouBike2.0_Fushun Park,No. 2??Sec. 3??Jhongshan N. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,30,7,25.06416,121.52203,23,
500107061,YouBike2.0_??????,?????,2024/12/10 11:34,???璇舀?/???????潸號???,Zhongshan Dist,YouBike2.0_Xinsheng Park,Minzu E. Rd & Jilin Rd. Intersection (Northwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 11:34,2024/12/10,29,8,25.06839,121.53032,21
500107062,YouBike2.0_????蛛鈭獢?(1?賹??,?????,2024/12/10 12:24,?????30?賹?,Zhongshan Dist,YouBike2.0_MRT Xingtian Temple Sta. (Exit 1),No. 230??Songjiang Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,49,4,25.05867,121.53305,44
500107063,YouBike2.0_?謅???扒????????,2024/12/10 12:24,??扒??9?賹?,Zhongshan Dist,YouBike2.0_Linsen & Changchun Intersection,No. 29??Changchun Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,28,12,25.05497,121.52536,16,
500107064,YouBike2.0_?梁??憸脰??蛔????????,2024/12/10 12:21,?梁???謅?/憸脰??蛔????梁?????),Zhongshan Dist,YouBike2.0_Jianguo & Nong'an Intersection,Jianguo N. Rd. & Nong'an St. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,50,4,25.06503,121.53678,46,
500107065,YouBike2.0_?????7?????????,2024/12/10 12:20,?????7????Zhongshan Dist,YouBike2.0_Ln. 77??Songjiang Rd.,Ln. 77??Songjiang Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:20,2024/12/10,10,4,25.04985,121.53312,6,,
500107066,YouBike2.0_?梁?????????????,2024/12/10 12:24,?梁???謅???曇??????璇舀??哨??????Zhongshan Dist,YouBike2.0_Jianguo & Chang'an Intersection,Sec. 1??Jianguo N. Rd. & Sec. 2??Chang'an E. Rd. Intersection (North),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,20,2,25.04836,121.53669,18,,
500107067,YouBike2.0_???????????????,2024/12/10 12:13,????謅????6?賹?,Zhongshan Dist,YouBike2.0_Civic & Xinsheng Intersection,No. 36??Sec. 1??Xinsheng N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:13,2024/12/10,15,0,25.04611,121.53193,15,
500107068,YouBike2.0_?????????????,2024/12/10 12:18,???璇舀??哨??1?賹?,Zhongshan Dist,YouBike2.0_Minquan & Jilin Intersection,No. 51??Sec. 2??Minquan E. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:18,2024/12/10,15,0,25.06269,121.53061,15,
500107069,YouBike2.0_???折３???蛔????????,2024/12/10 12:16,????謅????5?賹?,Zhongshan Dist,YouBike2.0_Zhongshan Rd. & Nong'an St. Intersection,No. 25??Sec. 3??Zhongshan N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:16,2024/12/10,17,11,25.0651,121.5224,6,
500107070,YouBike2.0_????蛛???,?????,2024/12/10 12:20,????謅??哨??8???賹?,Zhongshan Dist,YouBike2.0_MRT Administration Building,No. 7??Ln. 48??Sec. 2??Zhongshan N. Rd,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:20,2024/12/10,14,11,25.05575,121.52168,1
500107071,YouBike2.0_??????(?????88??,?????,2024/12/10 12:18,?????88??1?賹???Zhongshan Dist,YouBike2.0_Zhongji Park(Ln. 188??Songjiang Rd.),No. 11??Ln. 188??Songjiang Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:18,2024/12/10,22,7,25.0568,121.53191,15,
500107072,YouBike2.0_?????23?????????,2024/12/10 12:19,?????25?賹?,Zhongshan Dist,YouBike2.0_Ln. 123??Jilin Rd.,No. 125??Jilin Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,13,5,25.05731,121.53021,8,
500107074,YouBike2.0_?????????????,2024/12/10 12:22,???璇舀??哨??3?賹?,Zhongshan Dist,YouBike2.0_Zhongyuan St. & Minsheng Rd. Intersection,No. 33??Sec. 2??Minsheng E. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,15,6,25.05808,121.52887,9,
500107075,YouBike2.0_????蝞??剜憌??蝞????),?????,2024/12/10 12:24,???璇舀????7?賹?,Zhongshan Dist,YouBike2.0_National Taipei University(Taipei Canpus),No. 67??Sec. 3??Minsheng E. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,38,26,25.05794,121.54244,12
500107076,YouBike2.0_?銵????????????,2024/12/10 12:23,?銵???74?賹?,Zhongshan Dist,YouBike2.0_Jinzhou St. & Jilin Rd. Intersection,No. 174??Jinzhou St.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,30,1,25.06028,121.52991,28,
500107077,YouBike2.0_????謅??哨??9?????????,2024/11/1 03:50,????謅??哨??9???賹?,Zhongshan Dist,YouBike2.0_Ln. 59??Sec. 2??Zhongshan N. Rd.,No. 59-3??Sec. 2??Zhongshan N. Rd.,0,2024/12/10 12:24,2024/12/10 12:24,2024/11/1 03:50,2024/11/1,12,0,25.05606,121.5229,12,
500107078,YouBike2.0_??????(???璇舀????3??,?????,2024/12/10 12:22,???璇舀????3?????璇舀????7????Zhongshan Dist,YouBike2.0_Yongsheng Park(Ln. 23??Sec. 1??Minsheng E. Rd.),Ln. 23??Sec. 1??Minsheng E. Rd. & Ln. 27??Sec. 1??Minsheng E. Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,24,6,25.05873,121.52488,18,
500107079,YouBike2.0_????銵??蛔????????,2024/12/10 12:02,????謅??哨??00?賹?,Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Jinzhou St. Intersection,No. 100??Sec. 2??Xinsheng N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:02,2024/12/10,20,1,25.05955,121.52744,19,
500107080,YouBike2.0_?????99?????????,2024/12/10 11:36,?????99???????船?????,Zhongshan Dist,YouBike2.0_Ln. 199??Binjiang St.,Ln. 199??Binjiang St.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 11:36,2024/12/10,15,1,25.0734,121.53985,14,
