,TRANSACTION_DT,CUSTOMER_ID,AGE_GROUP,PIN_CODE,PRODUCT_SUBCLASS,PRODUCT_ID,AMOUNT,ASSET,SALES_PRICE
2451,2/20/2001,944663,45-49,221,530407,4710492321038,2,52,60
2452,2/2/2001,1979244,<25,221,120110,4710093150013,1,50,66
2453,12/17/2000,54591,30-34,115,120108,4710088442185,1,109,129
2454,12/6/2000,1726534,45-49,115,760221,20529000,1,80,110
2455,11/13/2000,1683998,40-44,115,500804,4710498600847,1,19,25
2456,1/19/2001,1701616,35-39,221,100307,4715874001041,1,38,46
2457,2/27/2001,1535716,45-49,221,120109,4712453001072,1,22,30
2458,12/12/2000,2107455,40-44,Others,110106,4711271000014,2,28,18
2459,1/21/2001,1635195,45-49,106,320203,20160296,1,74,104
2460,2/5/2001,758772,45-49,114,100312,37000440192,1,40,36
2461,11/17/2000,667548,45-49,221,100406,4710043981117,1,79,85
2462,11/12/2000,2136455,40-44,221,110105,4710046021155,1,18,20
2463,12/31/2000,1821987,40-44,Others,130405,4710585930130,1,52,64
2464,2/22/2001,1066197,50-54,221,100104,4710035338004,1,28,35
2465,12/17/2000,368476,45-49,Unknown,120106,4719090790000,1,16,18
2466,1/1/2001,1638875,50-54,221,501005,4712987110585,1,147,219
2467,1/22/2001,2020372,55-59,221,100508,4710421019081,1,149,170
2468,2/19/2001,1555028,50-54,105,110117,4710012122121,2,122,64
2469,1/18/2001,1957983,<25,115,100205,4710022201496,1,51,62
2470,1/7/2001,877367,30-34,221,530209,4714058833133,1,83,99
2471,12/24/2000,71062,35-39,221,110108,4710088620156,1,77,89
2472,2/25/2001,1111224,35-39,115,100509,4710209763120,1,85,99
2473,1/18/2001,2087184,<25,221,740105,4711863180087,1,58,89
2474,12/27/2000,1802450,30-34,115,110504,4710323168054,1,17,20
2475,1/27/2001,2043258,55-59,221,100320,4978047232073,1,72,90
2476,2/17/2001,1724790,35-39,221,130204,4710063312168,1,112,123
2477,2/1/2001,190787,35-39,115,760211,4713888603879,1,52,59
2478,11/20/2000,141833,45-49,221,110117,4710012143157,1,34,38
2479,1/21/2001,1358315,35-39,221,720310,4064700371002,2,170,278
2480,11/14/2000,2085067,35-39,115,530105,4710168152225,1,198,239
2481,2/10/2001,1883381,30-34,Others,500903,4712076005204,1,66,99
2482,11/26/2000,1482614,35-39,115,530404,4710186184055,1,114,145
2483,2/3/2001,1700138,35-39,110,500208,4710908120019,2,156,138
2484,12/31/2000,1736113,30-34,115,520457,4714276280061,2,470,510
2485,11/28/2000,1573930,<25,221,760539,2100047001829,1,27,35
2486,11/2/2000,1663853,40-44,221,100513,4710095937001,1,66,62
2487,11/26/2000,1244458,40-44,221,720122,4713428000151,1,250,315
2488,12/27/2000,1193862,25-29,115,530405,4710492611023,1,66,59
2489,11/28/2000,1719352,35-39,110,100110,4710035311106,1,14,18
2490,1/20/2001,433594,40-44,115,110102,4710311010211,1,19,27
2491,1/21/2001,1961652,40-44,Others,530404,4710363337007,1,187,219
2492,2/25/2001,2117133,60-64,221,120112,4711207002112,1,30,40
2493,2/28/2001,2132365,25-29,Others,130205,4710088502223,1,20,24
2494,11/23/2000,1899924,45-49,115,110106,4711271000014,2,28,18
2495,2/3/2001,1255232,45-49,221,130206,20415723,2,104,124
2496,2/13/2001,1752397,60-64,115,100505,4710018008634,1,62,72
2497,1/20/2001,582704,30-34,221,530407,4710492311053,1,34,49
2498,11/24/2000,1765335,30-34,115,530406,4710303280172,2,176,176
2499,2/3/2001,1076950,,Unknown,100431,4711447000619,1,105,135
2500,11/26/2000,1578669,30-34,115,100323,4711018000802,1,54,75
2501,1/13/2001,2124384,40-44,105,730102,4714072600179,1,24,35
2502,2/26/2001,2077963,30-34,221,110401,4710579101041,1,42,55
2503,11/27/2000,83102,55-59,115,110411,4710088414113,1,24,31
2504,11/19/2000,66693,25-29,221,560401,2200056000988,1,162,175
2505,12/15/2000,1842463,40-44,115,110327,4710943101165,1,19,24
2506,2/24/2001,1641455,35-39,221,130102,4714567001498,1,38,46
2507,11/7/2000,239448,35-39,221,530205,4710731040614,1,55,75
2508,12/12/2000,1599145,45-49,221,110137,4711001302104,1,80,68
2509,1/7/2001,495301,35-39,221,530105,4710308010323,1,48,65
2510,2/28/2001,1596915,40-44,115,530104,4710363713009,3,66,90
2511,2/4/2001,478175,35-39,221,300422,5021044025229,1,196,269
2512,11/23/2000,1724745,40-44,221,760517,4718911000922,1,41,54
2513,1/16/2001,954419,,Unknown,500210,4712425010255,1,93,98
2514,1/1/2001,1877762,35-39,110,500202,4713071811159,1,60,63
2515,2/7/2001,1657982,35-39,115,120106,4710321861209,1,21,22
2516,11/14/2000,1355949,30-34,221,130205,4710105046013,1,50,53
2517,12/31/2000,1972061,35-39,110,100511,4710110222235,1,9,12
2518,1/21/2001,1472301,30-34,221,110504,4710323168016,1,17,20
2519,11/2/2000,1551402,30-34,110,110502,4710626111450,2,122,162
2520,11/18/2000,2152257,25-29,221,100102,9300682002028,7,336,365
2521,12/15/2000,1830439,>65,221,500805,4713489519814,1,53,75
2522,1/11/2001,2019604,25-29,Unknown,130205,4710105051321,5,50,62
2523,12/9/2000,1883527,35-39,115,520316,8003734018985,1,32,46
2524,1/3/2001,1188059,50-54,115,110809,4710475004231,1,41,49
2525,11/14/2000,2012452,35-39,115,110201,4712500125133,2,84,110
2526,11/25/2000,47340,45-49,221,720135,20537548,1,160,206
2527,2/4/2001,1011241,45-49,115,130204,4710063312168,1,112,123
2528,1/30/2001,1299717,25-29,115,100213,9556121004379,1,42,51
2529,1/18/2001,1637328,35-39,110,540112,4715138602595,2,206,290
2530,11/5/2000,1568363,30-34,Others,530225,4714058833225,1,71,99
2531,12/10/2000,1430561,35-39,114,120115,4714242832669,4,136,156
2532,2/28/2001,2179513,25-29,Others,100514,4710626521723,1,245,289
2533,1/8/2001,1985733,30-34,110,100205,4710126011144,1,60,72
2534,12/2/2000,1723151,30-34,221,130201,4710105010137,1,37,45
2535,12/10/2000,1763690,<25,115,500210,4710114105046,1,128,145
2536,12/31/2000,1759778,35-39,110,110115,4711058111155,1,36,45
2537,2/23/2001,1476132,35-39,115,100111,8997878332291,1,17,26
2538,12/30/2000,1693324,25-29,221,100504,4710063442186,1,100,119
2539,12/5/2000,1978179,45-49,115,530105,4710168150221,1,198,227
2540,12/19/2000,213219,45-49,115,760135,4717605313041,1,28,39
2541,2/19/2001,28547,40-44,115,130308,4710670221075,2,36,46
2542,12/6/2000,1380880,50-54,110,110217,4710126392007,1,162,161
2543,11/18/2000,1715095,35-39,110,530110,4710363121309,1,168,223
2544,12/31/2000,192538,35-39,221,530105,4710363723008,2,80,110
2545,1/20/2001,1848335,,Unknown,130204,4710063312083,1,39,43
2546,2/4/2001,1321609,35-39,110,100105,9044400841000,1,34,42
2547,2/5/2001,1668490,40-44,115,530116,4710032502125,1,80,99
2548,2/24/2001,1875898,40-44,Others,100304,4710852001068,1,18,24
2549,1/9/2001,158756,30-34,115,560204,4710054380619,3,399,288
2550,1/21/2001,1111491,50-54,110,300424,4902430492737,1,186,249
2551,12/11/2000,157285,45-49,115,320404,20506537,1,473,648
2552,2/2/2001,1113952,>65,115,120106,4710321861186,1,21,22
2553,1/2/2001,2041063,35-39,221,120101,4710697560065,1,66,85
2554,2/16/2001,958448,30-34,115,320104,4710644876218,1,182,245
2555,1/14/2001,75138,55-59,105,110136,4710254049422,2,62,70
2556,1/2/2001,1733044,30-34,115,110411,4710088414243,2,40,50
2557,12/30/2000,1526899,40-44,Unknown,120101,4715496000026,1,60,78
2558,2/24/2001,1846072,,Unknown,120204,4710311972021,1,251,294
2559,11/18/2000,409841,35-39,115,530114,4712815113863,1,140,185
2560,2/2/2001,950527,45-49,221,110410,4710088411785,3,72,90
2561,1/20/2001,1578720,>65,110,110106,4711271000472,1,42,50
2562,2/5/2001,910439,50-54,115,120106,4719090790000,1,16,18
2563,2/28/2001,588423,30-34,Others,560402,8712045012727,3,1647,1797
2564,11/5/2000,1993523,35-39,221,110217,4719090900058,1,145,129
2565,12/5/2000,661669,40-44,Unknown,500210,4710291101039,1,80,89
2566,1/13/2001,1657920,40-44,115,500534,2250078000022,1,43,62
2567,12/7/2000,1330533,35-39,105,110401,4710088410139,1,43,51
2568,2/7/2001,1851403,30-34,221,760145,4716086060208,1,75,109
2569,12/8/2000,307482,35-39,115,321101,20457921,1,33,49
2570,2/28/2001,1607406,30-34,221,510327,4714499850102,1,25,39
2571,1/30/2001,232708,35-39,Others,760586,20359980,1,31,45
2572,11/3/2000,2014524,30-34,115,110105,4710046021100,1,30,36
2573,1/27/2001,1918540,35-39,115,100517,4710171042223,1,37,45
2574,1/22/2001,1685022,50-54,115,110810,4710626111450,2,122,136
2575,2/25/2001,1461671,35-39,Others,500206,4710114322115,2,118,138
2576,2/23/2001,1950021,25-29,221,100312,4710247000706,1,61,72
2577,12/10/2000,2114606,30-34,221,500109,4716829881992,1,20,29
2578,1/8/2001,1896466,40-44,115,300422,8805545000384,1,278,390
2579,12/30/2000,196895,35-39,115,110117,4710012129335,1,95,109
2580,12/2/2000,2147437,30-34,115,110406,4711663000097,1,72,92
2581,12/29/2000,2149981,25-29,221,110118,4711001300032,1,21,27
2582,1/2/2001,32827,45-49,115,100507,4710094699078,1,37,40
2583,11/21/2000,2159799,30-34,Others,110217,4710126392007,1,162,169
2584,12/2/2000,1168709,45-49,221,120115,4714242832669,1,34,37
2585,2/3/2001,1803716,25-29,114,100303,4712172010010,1,49,59
2586,12/17/2000,2113579,30-34,115,500305,4719854271752,2,32,46
2587,1/26/2001,1999723,35-39,105,100205,4973540001256,1,29,37
2588,11/22/2000,2130811,40-44,115,760402,20540098,1,135,199
2589,12/6/2000,638111,30-34,Others,130308,4710670200100,1,17,22
2590,12/4/2000,1576146,40-44,115,100409,4710508101517,1,57,71
2591,11/19/2000,1319064,35-39,221,110401,4710008290155,2,46,52
2592,11/30/2000,1521153,40-44,221,500202,4710114362029,1,110,107
2593,1/13/2001,1635614,45-49,115,130401,4710151200780,1,65,60
2594,1/7/2001,814478,50-54,115,110402,4710088414328,1,51,61
2595,2/27/2001,1669244,30-34,115,100205,4710085120703,4,76,88
2596,1/22/2001,2131399,30-34,221,130106,4711022100017,1,16,18
2597,1/25/2001,1243888,30-34,115,120302,74570334117,1,167,219
2598,11/30/2000,2153056,25-29,110,712102,4718538109015,1,257,258
2599,11/21/2000,1846386,,Unknown,760105,4714910180580,3,27,43
2600,2/8/2001,689717,60-64,115,130306,4972290882023,1,75,99
2601,12/6/2000,877367,30-34,221,510124,4714499520036,2,90,130
2602,2/25/2001,1991499,<25,115,500803,9300603830013,2,68,80
2603,1/17/2001,2164861,40-44,221,530302,4710038806128,1,115,108
2604,11/1/2000,71284,40-44,115,110403,4710175565131,1,27,28
2605,12/3/2000,2045894,35-39,115,110332,4712031000688,1,69,88
2606,11/6/2000,46015,45-49,221,120105,4714381003128,1,36,38
2607,12/26/2000,2097930,>65,115,130206,20307585,1,112,128
2608,1/18/2001,99004,45-49,Others,100201,4710047501038,2,30,38
2609,11/4/2000,204118,25-29,221,100213,4710047500260,1,120,149
2610,12/9/2000,1691740,25-29,221,590103,4715890101022,1,17,25
2611,2/11/2001,1979312,30-34,106,560341,4710091111924,1,780,1090
2612,12/6/2000,1803846,<25,Others,100507,4710105027029,1,160,158
2613,11/23/2000,1841060,>65,115,540209,20510732,2,80,98
2614,12/14/2000,1675986,30-34,115,100309,4710740600090,1,72,95
2615,2/23/2001,293303,30-34,221,130201,4710105010144,1,37,45
2616,1/29/2001,421263,<25,115,120105,4714381003128,2,78,78
2617,1/26/2001,1793284,<25,115,760702,20565572,1,47,94
2618,2/17/2001,1323054,35-39,221,110517,4710057510129,1,60,75
2619,12/3/2000,2040097,25-29,221,110112,4710043553024,1,90,99
2620,2/25/2001,2048925,25-29,115,100102,41186001559,1,37,45
2621,1/23/2001,2127453,35-39,115,110129,4710254055010,1,41,49
2622,1/24/2001,48217,35-39,115,110333,4710057254474,3,1893,2187
2623,12/14/2000,1596878,35-39,115,530302,4710363502016,1,60,75
2624,12/4/2000,1998658,>65,114,110401,4710088410795,1,44,52
2625,11/25/2000,1557923,35-39,110,760135,4714082270041,4,256,236
2626,1/22/2001,1358285,40-44,115,751101,4719857525333,1,80,129
2627,2/18/2001,871099,25-29,221,100408,4710960912225,1,112,112
2628,11/22/2000,1595796,40-44,221,130206,4710339033025,1,50,53
2629,11/25/2000,160896,40-44,105,100218,4710543282318,1,57,69
2630,1/14/2001,1586046,35-39,Others,110217,4719090900065,2,300,316
2631,11/12/2000,154901,40-44,Unknown,300604,4973167710708,1,74,110
2632,11/29/2000,1186987,>65,115,760138,2100230002282,1,14,23
2633,2/18/2001,23078,30-34,115,130204,4710063312212,1,112,123
2634,11/7/2000,1407785,40-44,106,520472,4714276415395,6,480,438
2635,11/21/2000,302814,45-49,221,590302,4710036140057,1,136,139
2636,2/18/2001,47197,30-34,115,110106,4711271000014,2,28,14
2637,1/18/2001,1637328,35-39,110,110406,4710943109253,2,34,44
2638,11/7/2000,1821932,40-44,221,130204,4710105015514,1,111,129
2639,11/20/2000,1557107,35-39,115,110411,4710085172900,1,23,28
2640,11/4/2000,1696486,50-54,115,110117,4710063031106,1,23,33
2641,11/25/2000,1143591,60-64,115,100205,4710640109907,1,19,25
2642,1/14/2001,2147468,25-29,221,130205,4710105045726,1,11,15
2643,12/13/2000,424745,40-44,115,760158,4713888603534,1,39,57
2644,1/30/2001,1276459,40-44,115,530407,4713089006103,1,36,37
2645,1/26/2001,445481,50-54,115,120203,4715003111054,1,86,99
2646,11/4/2000,1897036,35-39,Others,110201,4712500125010,1,85,105
2647,11/26/2000,1742596,35-39,115,130101,47106710,1,21,26
2648,12/8/2000,1561524,35-39,110,110603,4710254011634,1,89,105
2649,11/18/2000,536363,40-44,221,120103,4711524000495,3,51,57
2650,2/23/2001,263498,30-34,115,100101,22000167620,1,108,128
2651,2/7/2001,907439,40-44,221,130108,4714505182739,1,22,29
2652,11/19/2000,1784268,30-34,115,500544,20411527,1,44,59
2653,1/21/2001,1829297,30-34,Unknown,500102,4718433613235,1,32,45
2654,2/18/2001,1632460,45-49,Unknown,100202,4710162000119,1,22,27
2655,12/2/2000,824620,35-39,Others,110402,4710088414069,1,46,55
2656,11/26/2000,315852,40-44,115,560334,4710091110729,1,102,132
2657,11/11/2000,1423860,35-39,115,100216,9556023331528,1,53,69
2658,1/29/2001,2141121,45-49,221,110411,4710085171552,6,114,144
2659,11/24/2000,2126531,25-29,221,100508,4710421090059,6,72,66
2660,2/20/2001,1553871,35-39,Others,760687,4718585394129,1,150,199
2661,11/30/2000,1497373,30-34,221,470205,4715246771190,1,709,794
2662,1/27/2001,1168709,45-49,221,720505,4713243940496,1,25,33
2663,2/11/2001,2023267,35-39,110,100101,4710085184231,1,114,129
2664,2/23/2001,159135,60-64,115,500201,4710114128618,1,120,134
2665,2/20/2001,1749731,25-29,221,530101,4903111121960,1,47,69
2666,11/28/2000,2132372,30-34,Others,130203,4710105011042,1,28,28
2667,12/3/2000,1533705,25-29,221,500303,4714854888870,1,24,42
2668,11/26/2000,205818,25-29,221,100106,8992741956109,2,62,70
2669,11/9/2000,2041285,50-54,115,760523,4712552000358,1,39,38
2670,11/19/2000,2032207,35-39,221,130204,4710088432353,1,78,80
2671,1/6/2001,775557,40-44,114,530101,4902430494663,2,126,158
2672,1/12/2001,1746167,40-44,115,100103,8992741941365,1,23,29
2673,11/12/2000,1451375,60-64,221,731201,4714072300451,3,270,318
2674,2/27/2001,1785760,35-39,Others,100312,37000441809,1,38,45
2675,12/31/2000,502542,45-49,221,500303,4710367807421,1,25,38
2676,2/16/2001,506922,35-39,114,760221,4712552005773,1,8,11
2677,1/22/2001,821315,40-44,114,110811,4710626111252,1,61,68
2678,2/11/2001,1288186,30-34,110,770107,4714020835578,1,72,110
2679,12/13/2000,1848335,,Unknown,130315,4713985863121,1,25,23
2680,2/23/2001,1535303,55-59,114,100407,4710043651706,1,53,83
2681,11/27/2000,2017501,25-29,221,110106,4711271000014,2,28,18
2682,12/29/2000,1692556,35-39,Unknown,500212,4710114221203,1,106,125
2683,1/15/2001,1485813,30-34,Unknown,560402,8990057979423,3,1071,1197
2684,1/20/2001,1497861,35-39,114,720133,4713792990577,1,210,299
2685,1/26/2001,531726,45-49,115,110217,4710265847666,2,300,290
2686,1/28/2001,1650044,50-54,106,110411,4710110241588,2,62,74
2687,12/26/2000,101998,40-44,115,130203,4710088432742,9,99,117
2688,1/30/2001,426541,35-39,114,530110,4710363119009,1,77,85
2689,11/14/2000,1841930,35-39,114,530111,4710380020111,1,138,179
2690,12/11/2000,2063706,30-34,221,130315,4713985863121,1,25,23
2691,1/21/2001,1845693,45-49,115,110401,4710008290094,1,46,45
2692,12/14/2000,1826555,>65,221,100401,9415007601432,1,383,425
2693,11/11/2000,1414677,35-39,221,110207,4710311811511,1,17,20
2694,2/13/2001,173094,30-34,Others,520503,4712936888817,1,45,68
2695,1/20/2001,2111445,<25,221,120106,4710011402019,1,22,28
2696,11/18/2000,900393,25-29,Others,100325,4711527088889,2,84,104
2697,12/17/2000,2154381,30-34,115,530205,4710731040614,1,55,79
2698,2/21/2001,1750966,<25,115,100305,4715874000655,1,50,59
2699,2/9/2001,1753479,40-44,110,501002,20556372,1,43,59
2700,2/21/2001,1750713,35-39,115,100102,4719862940022,1,23,35
2701,2/4/2001,1593181,50-54,Unknown,320205,4710644876829,1,182,245
2702,11/22/2000,1109665,40-44,105,100208,4710144204443,1,79,89
2703,1/7/2001,884402,40-44,115,100323,4710015202912,1,14,18
2704,2/21/2001,45957,50-54,115,110108,4710088620156,2,154,146
2705,1/21/2001,2000442,40-44,221,110505,4711371850236,1,20,20
2706,2/15/2001,2056180,45-49,115,120106,4710011402033,7,154,196
2707,12/16/2000,1735925,30-34,115,100216,4710098171303,1,71,89
2708,12/1/2000,1726688,35-39,115,100325,4710988000553,1,35,37
2709,2/11/2001,1754698,55-59,105,130205,4710126194229,1,75,95
2710,1/14/2001,2163963,35-39,105,500202,4710104131550,1,101,96
2711,1/25/2001,496957,30-34,115,712902,8888021200256,1,87,95
2712,1/17/2001,406734,40-44,115,530403,4710094001765,1,171,189
2713,2/17/2001,1227253,45-49,Others,530403,4710094024528,1,137,179
2714,11/8/2000,322140,35-39,115,130201,4710105045443,3,45,57
2715,1/15/2001,1868609,50-54,110,760105,4714910180573,2,24,38
2716,11/15/2000,1731712,30-34,115,100311,4710022102892,1,34,42
2717,12/12/2000,2164397,30-34,115,110507,4710980000063,1,58,72
2718,2/12/2001,663489,45-49,115,130106,4710189851268,2,10,12
2719,2/18/2001,90643,40-44,115,110405,4711186320351,1,24,29
2720,12/28/2000,1486643,35-39,110,130101,47106710,1,21,26
2721,1/23/2001,324670,40-44,115,500108,2250271000072,1,9,15
2722,2/3/2001,54249,>65,115,760540,20087371,1,27,37
2723,11/6/2000,1522006,30-34,Others,300113,4710722000566,1,7,9
2724,1/14/2001,2003856,30-34,Others,100303,4712494211331,1,19,25
2725,12/6/2000,1207460,40-44,115,100605,4713930478691,1,89,99
2726,12/17/2000,1299694,25-29,115,720505,4713243940496,1,20,29
2727,11/19/2000,1622676,45-49,221,110401,4710088410139,1,43,46
2728,1/13/2001,1365719,40-44,221,110506,4710320224463,1,20,24
2729,11/6/2000,1426854,40-44,114,130313,4710857472634,1,31,32
2730,2/15/2001,963565,40-44,115,130305,4719581980262,1,59,88
2731,1/21/2001,2084770,45-49,Others,100201,4710247005299,1,80,85
2732,1/7/2001,1109146,30-34,221,761101,4715006140167,1,304,399
2733,2/18/2001,1706536,35-39,114,560405,4710043000429,2,248,258
2734,11/5/2000,1412253,60-64,221,300712,4710221673469,1,121,170
2735,2/11/2001,416221,>65,221,760659,4714541091040,1,66,89
2736,11/17/2000,2159072,45-49,110,100301,4710362020085,1,30,39
2737,2/21/2001,842464,40-44,115,110401,4710589890294,2,170,162
2738,11/19/2000,1560800,30-34,221,530302,4710363502016,1,60,67
2739,1/22/2001,1666908,25-29,221,560401,4710043355437,1,279,395
2740,1/13/2001,433129,35-39,221,760227,4713045043623,1,57,85
2741,11/9/2000,2072319,40-44,115,130315,4714981010038,1,28,15
2742,12/8/2000,1909692,25-29,110,100510,4710105020310,1,54,69
2743,12/15/2000,1428520,30-34,Unknown,110305,4710762201015,1,38,49
2744,12/2/2000,2081847,30-34,115,500210,4710114105046,1,128,129
2745,2/20/2001,917124,>65,115,130315,4714981010038,2,50,26
2746,12/28/2000,1724998,25-29,110,500302,4710052060049,2,118,170
2747,1/21/2001,2096421,25-29,Others,120110,4710011417426,1,34,44
2748,11/29/2000,1660081,25-29,221,130101,4710063341090,6,114,124
2749,1/22/2001,1481594,40-44,115,100324,7231254880206,2,100,112
2750,11/25/2000,2134031,30-34,221,130204,4710105015118,1,77,96
2751,1/5/2001,950527,45-49,221,500210,4710104111569,2,184,204
2752,2/3/2001,994200,40-44,105,760642,20494452,5,100,140
2753,2/24/2001,1166347,25-29,221,100305,4711481100078,1,55,75
2754,2/28/2001,1950892,35-39,110,530114,4710094009273,1,197,265
2755,1/22/2001,1707090,<25,221,470205,4715246771176,1,709,838
2756,2/3/2001,1574791,30-34,221,530209,4710731060124,1,40,45
2757,11/19/2000,1947762,30-34,110,100311,4710022102892,1,34,42
2758,1/23/2001,1524963,45-49,Others,320201,4710431201483,2,194,290
2759,2/22/2001,2077260,30-34,105,110105,4710046021155,1,18,22
2760,11/30/2000,1735505,35-39,221,300606,41554697827,1,170,242
2761,11/14/2000,667234,35-39,221,110217,4719090900058,2,290,269
2762,12/14/2000,2043364,40-44,115,760550,4714219305127,1,27,37
2763,2/28/2001,2028934,50-54,110,500302,4710367813446,1,25,36
2764,11/22/2000,772969,35-39,221,100205,4710015202721,1,14,16
2765,2/11/2001,1621334,50-54,221,110411,4710008216810,1,27,33
2766,2/15/2001,2097190,30-34,Others,110217,4713327062762,1,170,188
2767,11/8/2000,45377,50-54,115,100102,9300682002028,1,48,55
2768,12/15/2000,1310054,45-49,115,110117,4710063031106,1,23,19
2769,11/28/2000,2004822,25-29,115,560201,4710054510337,2,640,678
2770,12/14/2000,1804874,45-49,114,130203,4710126194281,2,50,64
2771,11/3/2000,1354164,30-34,110,530114,4710210200843,3,483,207
2772,2/9/2001,1385816,,115,100418,4711840604414,1,32,45
2773,12/10/2000,1774955,>65,105,130103,4710583920003,1,27,33
2774,11/25/2000,227261,30-34,221,100319,4710298981122,1,109,121
2775,2/26/2001,837958,>65,115,100207,4710047502066,1,6,9
2776,11/20/2000,1476316,40-44,105,500202,4710114361114,1,108,125
2777,2/10/2001,1501209,30-34,106,100308,4710740600106,1,117,139
2778,1/15/2001,2068770,40-44,221,100402,50000108169,1,70,81
2779,11/27/2000,1035643,40-44,221,100507,4710094699078,1,37,38
2780,11/19/2000,2003825,45-49,115,731302,4713915055015,1,20,27
2781,12/25/2000,28516,30-34,115,530114,4712815120229,1,85,99
2782,12/2/2000,1707823,35-39,115,110122,4710046053217,1,26,32
2783,2/4/2001,2174594,45-49,Others,500418,4713645512000,1,60,89
2784,12/12/2000,1855159,35-39,115,110510,4710320228812,1,20,26
2785,12/18/2000,1769302,40-44,115,320308,4710431318266,2,200,238
2786,2/6/2001,1655056,25-29,221,100611,4710366510308,1,227,299
2787,12/8/2000,1417616,,221,530105,4901616007093,1,129,169
2788,2/11/2001,1448139,45-49,Unknown,530209,4714058832143,1,63,79
2789,2/26/2001,1646313,35-39,Others,530403,56100412861,1,328,289
2790,11/11/2000,1845884,,Unknown,120202,4710504000135,1,124,161
2791,12/18/2000,205863,35-39,Others,760212,20494605,2,22,32
2792,12/10/2000,1477108,45-49,110,500806,26333009619,1,58,81
2793,2/23/2001,1211764,50-54,115,100205,4714554999012,1,33,39
2794,1/18/2001,1805710,35-39,115,560201,7610053910787,1,334,316
2795,12/6/2000,2159119,35-39,110,110412,4712275000055,1,37,48
2796,2/4/2001,527163,40-44,221,110505,4711258004004,1,101,120
2797,11/14/2000,644020,45-49,221,110507,4710172030021,1,112,131
2798,11/26/2000,1776836,35-39,115,100515,4710105026411,1,64,79
2799,2/15/2001,1748758,50-54,110,100201,4710035352833,1,84,99
2800,1/10/2001,868709,35-39,115,300712,4901872448609,1,147,189
2801,11/2/2000,2097848,40-44,110,110406,4711123955882,6,168,216
2802,11/26/2000,1990836,50-54,221,110407,4710734000011,2,68,78
2803,11/13/2000,1587388,30-34,221,100605,4716264209238,1,79,131
2804,2/14/2001,2004235,30-34,115,110117,4711001121101,1,50,26
2805,1/13/2001,1462371,30-34,221,540609,4710200500120,1,55,78
2806,11/12/2000,95907,35-39,115,130402,4710740400126,1,105,124
2807,12/31/2000,1860177,30-34,221,110811,4710626111351,1,62,81
2808,12/16/2000,1835823,30-34,Others,120103,4710030346059,1,16,18
2809,12/11/2000,1522723,30-34,110,130313,4711437000131,1,39,47
2810,2/10/2001,1439625,30-34,221,560102,4710032501784,2,174,176
2811,12/7/2000,2163499,45-49,110,130402,4710585930116,1,46,56
2812,12/16/2000,1665307,40-44,115,100505,4710018008634,1,62,72
2813,11/21/2000,1615883,30-34,110,510539,8006330003430,1,60,89
2814,11/21/2000,190138,45-49,115,500210,4712425010255,1,114,115
2815,11/6/2000,2145914,35-39,221,100303,4712494211225,1,19,25
2816,11/23/2000,2032207,35-39,221,300303,4710032502446,4,252,284
2817,2/22/2001,1881752,45-49,110,500201,4710036003581,4,552,516
2818,1/1/2001,1617481,35-39,106,560102,4515360000028,1,540,699
2819,11/18/2000,1983395,30-34,221,500901,20553760,2,140,178
2820,2/11/2001,1241655,50-54,221,560402,4710628121815,1,506,549
2821,1/23/2001,1701463,40-44,221,510110,4714499026132,1,155,219
2822,12/3/2000,1862973,40-44,Others,590514,4710049000973,1,41,52
2823,1/20/2001,2141220,45-49,221,100205,4710247007736,1,86,98
2824,12/16/2000,1867268,35-39,221,110136,4710008251125,1,23,27
2825,2/28/2001,1629866,60-64,115,530407,20559977,6,72,114
2826,2/15/2001,2088303,25-29,110,300115,4719857525012,1,19,28
2827,12/16/2000,1733204,40-44,115,570308,4716114005553,2,58,70
2828,11/3/2000,1700411,40-44,221,500201,4712425010668,1,98,106
2829,1/19/2001,203838,45-49,115,110406,4710943100977,2,58,66
2830,11/14/2000,1519839,50-54,115,110405,4712598000015,2,74,94
2831,1/22/2001,862028,40-44,115,100512,719859796117,2,48,51
2832,12/17/2000,2165660,30-34,115,110108,4710311703014,2,148,150
2833,1/14/2001,1731415,35-39,115,501102,20009199,1,168,243
2834,11/19/2000,1600230,>65,115,530112,4710094020575,1,51,72
2835,11/25/2000,1656510,35-39,221,761004,4933193141211,1,38,58
2836,1/14/2001,99394,30-34,221,130101,4710126188105,1,25,32
2837,12/23/2000,97666,35-39,106,110411,4710088412294,2,48,60
2838,2/5/2001,1565058,35-39,115,100311,4710140601505,1,85,99
2839,11/9/2000,1685565,30-34,115,120103,4711524000396,1,17,21
2840,12/10/2000,98946,40-44,115,110117,4710008312147,1,40,48
2841,11/21/2000,2146065,<25,Others,520206,4710017057923,4,52,80
2842,11/16/2000,1693065,35-39,221,110507,4711220111112,1,68,79
2843,1/13/2001,194631,30-34,221,560106,4053800002312,1,131,166
2844,12/15/2000,1447392,30-34,221,560408,4719862991178,1,42,65
2845,2/16/2001,804998,35-39,221,520457,4718057701769,1,94,169
2846,2/15/2001,1846669,,Unknown,110131,4902402002452,3,186,216
2847,1/21/2001,696425,>65,221,120112,4711207001023,2,68,90
2848,11/25/2000,2128870,30-34,114,100312,4710543310059,2,28,36
2849,2/15/2001,2145310,25-29,115,100303,4712172010010,1,49,59
2850,1/2/2001,1636970,35-39,110,110117,4711001113106,1,90,115
